,image_id,meme_text,target_group,attack_type,intervention
262,5196.jpg,"guys,never demand CBI inquiry as a bluff worst mistake of my life'",others,mocking,Mocking someone's decision to seek police assistance as a worst mistake is unfair and disrespectful. It's important to approach discussions about personal decisions with empathy and understanding.
263,5720.jpg,BUTTER COOKIES MXPLAYER,organization,mocking,Mocking an organization based on their food choices is unfair and disrespectful. We should focus on promoting healthy eating habits and supporting organizations that promote well-being.
264,3998.jpg,Dr Tarika par line maarne se koi bhi nahi hai?,individual,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their choices or actions."
265,1761.jpg,"HONEY, PLEASE COME INSIDE WHEN YOU ARE DONE WATERING, I JUST UNLOCKED YOUR PHONEÃ¢â‚¬Â¦ NEED TO TALK",,,
266,5369.jpg,"She: Dad I want to marry Rahul Dad: Rahul kaha hai? She:Rahul bhosari ka hai BHOSARI Suraj YadavJust Imagine wahan ka neta sppech dene se pehle kya bolta hoga.. ""Suno bhosari walo"" Dad",individual,mocking,Mocking someone's personal relationship choices is unfair and hurtful. It is important to respect and support individuals' decisions to marry whomever they choose.
267,2842.jpg,"Everyone""Say no to crackers""*Le Modi jii:Hold my panchamrit",others,mocking,"Mocking others for their food choices is unfair and disrespectful. Let's encourage a culture of acceptance and respect, where we embrace diverse food preferences."
268,5375.jpg,Sagar @sagarcasm saif:I am going to become a father for the 4th time Sachin: Helmet daalo yaar? Sachin,others,mocking,"Mocking someone's personal life is unfair and disrespectful. It is important to treat others with kindness and respect, regardless of their personal choices."
269,904.png,come on over i'm having a party the place is crawling with pussyass bitches and you're not invited bitch ass bitches,gender,slurs,"Using derogatory language towards women is disrespectful and perpetuates harmful gender stereotypes. We should strive to create a society that values and respects women, promoting equality and fairness."
270,2482.jpg,university:we'll take exams online. Students who are very much aware of university's efficiency: muh se moongfali toot nahi rahi hai gaand se akhrott todega kya?,organization,mocking,Mocking an organization based on their efficiency undermines the importance of the educational experience. It is important to appreciate the value of a university's services and appreciate the effort they put into their educational process.
271,2344.jpg,what girl's think boy's notice in party's what we boy's ectually notice in party's,gender,mocking,Mocking someone based on their gender in a party setting is unfair and hurtful. We should strive to create a culture that values inclusivity and respects individuals' choices.
272,4212.jpg,Saste nashe ka asar ek gold medal bacha hoto is bhai ko bhi do aata hai..,others,mocking,Mocking someone for their achievements is unfair and disrespectful to their hard work and effort. We should celebrate each other's accomplishments and uplift each other's spirits.
273,4127.jpg,"Aur becho kamino,350 Rs ka popcorn aur 150 rs ki coffee..Sab kuch isi janam mei bhugatna hai",others,mocking,"Mocking someone based on their food choices is unfair and disrespectful. We should strive to treat others with kindness and respect, embracing their diverse preferences."
274,5776.jpg,"Doctor : It looks like you're pregnant Patient : Wtf, but I'm male Doctor : It LOOKS like you're pregnant, but you're not.",gender,mocking,"Making fun of someone's gender based on their appearance is disrespectful and unfair. It is important to treat everyone with respect and empathy, regardless of their gender."
275,5167.jpg,first bencher*sir aap aaj test lene wale the *last bencher Arey Yeh kon Bhonk Raha hai badtameez,others,mocking,Mocking someone based on their last name is unfair and disrespectful. Let's focus on celebrating individual strengths and supporting each other in our journey.
276,1286.png,"they used to whip slaves back in the day, now they use to sell them to the slave traders.",others,mocking,Mocking someone's past actions and comparing them to current practices is unfair and disrespectful. We should strive to understand and appreciate the diverse experiences and choices of others.
277,5516.jpg,Bruh Anthony Mackjie always look like he konow something about you.,,,
278,3840.jpg,when she replied within a second...Kya ladki banegi re tu...,others,mocking,Mocking someone based on their appearance or language is unfair and hurtful. We should strive to create a society that values kindness and respect for all individuals.
279,5108.jpg,pati patni aur woh bhi bhi kya?,individual,mocking,"Mocking someone based on their personal choices is unfair and disrespectful. We should strive to treat others with kindness and understanding, regardless of their choices."
280,80.png,"how high are you no officer, its ""hi, how are you""?",individual,mocking,Mocking someone's intelligence and abilities based on their communication style is unfair and unkind. We should strive to respect and appreciate the unique qualities and abilities of each other.
281,3458.jpg,3 tournament lage mreko trophy jeetne k liye Aur inse 13 saal se nahi ho pa rha hai,others,mocking,Mocking someone for their performance in a tournament is unfair and disrespectful. Let's focus on celebrating individual achievements and supporting each other in our communities.
282,4382.jpg,ye lo modiji aa gyi real id se bhaqwali hai kya?,individual,mocking,"Mocking someone based on their personal habits or preferences is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their choices or habits."
283,1499.jpg,DESI ADUKT TROLLS This is the reason why we guys Loves to attend marriage functions,gender,mocking,Mocking someone based on their gender perpetuates harmful stereotypes and undermines equality. We should strive to create a society that values and respects the diversity of individuals.
284,2504.jpg,Never ever try late & last night studies for exam with gf i repeat never ever try late & last night studies for exam with gf i repeat,gender,mocking,Mocking someone based on their gender and their choices regarding studies is unfair and disrespectful. We should strive to create a society that values and respects individuals' choices and preferences.
285,698.png,you are the funny one maybe i'll kill you last night,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their appearance or behavior."
286,4108.jpg,She:mere paas kuch pehne ke liye nahi hai Also she:,others,mocking,Mocking someone based on their food choices is unfair and hurtful. We should strive to embrace diversity and respect others' choices in food.
287,5063.jpg,Yeh Riya kon hai? Aap ki Ex ki beti aur meri Girl Friend Aaj nahi marunga,others,mocking,"Mocking someone based on their relationship status is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their relationships."
288,2860.jpg,FCUK IT!DORA FATEHI,,,
289,653.jpg,Mohabbat thi isileay jane diya Road roller hoti toh abi theek kar deta Road roller hoti toh abi theek kar deta,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their appearance or behavior."
290,5894.jpg,S for Shahzada@_Modasir_writes Guests: Arey beta tum bhi khao... *My Mom looking at me from the kitchen....,others,mocking,"Mocking someone based on their appearance or behavior is unfair and hurtful. We should strive to treat others with kindness and respect, regardless of their appearance or behavior."
291,476.png,"oh you drive a dodge, do you blow trannys as good as your truck?",gender,mocking,"Mocking someone based on their gender is unfair and perpetuates harmful stereotypes. We should strive to create a society that values and respects all individuals, regardless of their gender."
292,5618.jpg,25 year old me trying to force two magnets to touch with the same poles,others,mocking,"Mocking someone's age and trying to force two magnets together is unfair and hurtful. Let's focus on empathy and understanding, instead of making fun of others' experiences."
293,4088.jpg,boys after losing everything they dreamt of in seconds,others,mocking,"Mocking others for their dreams and aspirations is unfair and hurtful. Let's encourage each other to support and uplift each other, instead of mocking."
294,5889.jpg,When I ask my mom to buy a dog Mom- Mere liye tum Kaafi ho tumhare paas nahi karta hai.,others,mocking,"Mocking someone's financial decisions or choices is unfair and disrespectful. We should strive to understand and support each other's decisions, regardless of their financial status."
295,2916.jpg,Sonam kapOOr gives small msg to memers of her own words,others,mocking,"Mocking and belittling others for their own words is unfair and disrespectful. Let's focus on promoting kindness and understanding, celebrating the diversity of opinions."
296,3803.jpg,"Ã Â¤Â¸Ã Â¤Â°Ã Â¤â€¢Ã Â¤Â¾Ã Â¤Â°Ã Â¥â‚¬, Ã Â¤Â¦Ã Â¥â€¡Ã Â¤Â¶Ã Â¥â‚¬ Ã Â¤Â¸Ã Â¤Â°Ã Â¤Â¬ Ã Â¤â€¢Ã Â¥â‚¬ Ã Â¤Â¦Ã Â¥_x0081_Ã Â¤â€¢Ã Â¤Â¾Ã Â¤Â¨ Ã Â¤â€“Ã Â¥â€¹Ã Â¤Â² Ã Â¤Â¦Ã Â¥â€¡ Ã Â¤Â®Ã Â¥â€¹Ã Â¤Â¦Ã Â¥â‚¬ Ã Â¤Â¸Ã Â¤Â¬ Ã Â¤Å¡Ã Â¤Â¾Ã Â¤Â¯ Ã Â¤Â¨Ã Â¤Â¹Ã Â¥â‚¬Ã Â¤â€š Ã Â¤ÂªÃ Â¥â‚¬Ã Â¤Â¤Ã Â¥â€¡",,,
297,1981.jpg,still one of the most iconic pic,others,mocking,Mocking someone's iconic photos is unfair and disrespectful to their memory. We should appreciate and respect the significance of individuals' contributions to society.
298,5731.jpg,This is a Reason Why I watch Every NEWS channel in the morning,organization,mocking,Mocking an organization based on their news channel choices is unfair and unkind. We should focus on appreciating the diverse choices and benefits of different media.
299,3510.jpg,Lock down extend karo na Modiji Kar dunga chhotu Na ipl hoga na hi hmm harenge hai..,others,mocking,Mocking someone based on their political views is unfair and disrespectful. We should strive to promote understanding and respect for different political views.
300,164.png,"""if that uckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016",individual,inciting_violence,Spreading hateful and violent rhetoric is not the way to resolve conflicts. Let's strive for peaceful resolutions that promote understanding and cooperation.
301,102.png,when you ask for advice and they tell you to just be yourself you want me to get naked and start the revolution?,others,mocking,Mocking someone for asking for advice and following their own path is unfair and hurtful. It's important to respect others' choices and seek guidance from others when it's needed.
302,290.png,when they laugh at your 9cm but you haven't even reached puberty yet,gender,mocking,Mocking someone's body size or age based on their appearance is unfair and hurtful. We should strive to embrace body positivity and celebrate individual differences.
303,335.jpg,Putin: Do you know Siberia? Guy: no Putin: you will if you kick the chair one more time,others,mocking,Mocking someone's culture or nationality is unfair and disrespectful. We should strive to embrace diversity and respect the culture and traditions of others.
304,5079.jpg,hand sanitizers yesterday hand sanitizers today,organization,mocking,Mocking an organization for their lack of supply of sanitizers is unfair and disrespectful. Let's focus on promoting responsible and sustainable measures to prevent the spread of disease.
