,img_id,meme_text,response
313,1346.png,let's take out the trash impeach both,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their actions is unfair and disrespectful. We should strive to create a society that values respect and fairness for all individuals.
314,1854.jpg,"SC:#Adultery is not a crime anymore.""Sharing the physical intimacy is personal choice.""#Section497 Savdhaan india & Crime petrol:aapne to humse hamara masala hi chheen liya",target_group: individualattack_type: Mockingintervention: Mocking individuals based on their sexuality is unfair and disrespectful. We should strive to promote a culture of respect and understanding for all individuals.
315,5290.jpg,rahul choudhary rahul93988285 crush:i love diamonds .BTW what's your name Me:heera thakur,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals.
316,2420.jpg,Gand mast hai tumhari tu bhi marwaya kar teri bhi ho jaegi,target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects individuality.
317,190.png,"you ever get laid in a sleeping bag? it's awful. you can't even move, you're drenched in sweat, and your scout master is covering your mouth","target_group: genderattack_type: Mockingintervention: Mocking someone's physical appearance based on their gender is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their gender."
318,683.jpg,OMG she's literally me OMG he's literally me Stop Talking about Women's Rights - Sadhguru,target_group: genderattack_type: Mockingintervention: Mocking women's rights is unfair and disrespectful. We should strive to promote equality and respect for all genders.
319,4204.jpg,Your highschool EX-bf Few years after breakup,target_group: individualattack_type: Mockingintervention: Mocking someone's high school is unfair and disrespectful. We should strive to create a society that values and respects individuals.
320,3683.jpg,STOP DRINKING MY MILK OKAY,target_group: individualattack_type: Mockingintervention: Mocking someone's drinking habits is unfair and disrespectful. We should strive to create a society that values and respects the individual's choices.
321,1880.jpg,"When you fart thinking it's just a fart,but that fart comes out with some potty You to your ass:ye tune kya kiyaaaa?",target_group: individualattack_type: Mockingintervention: Mocking someone's fart is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique abilities.
322,2260.jpg,according to a study 80% of the boys love those girls who smoke because the one who smokes will die faster then he can date another girl very intelligent,target_group: genderattack_type: Mockingintervention: Mocking someone's sexual preference based on their gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
323,4114.jpg,When she broke up with me after 3 years of relationship:Mast mamu banaya re isko chhan se jo tute koi sapna jagg suna suna laage,target_group: genderattack_type: Mockingintervention: Mocking someone's relationship is unfair and hurtful. We should strive to create a society that values and respects all individuals.
324,253.jpg,When you look at someone's phone and their wallpaper is a picture of themselves,"target_group: individualattack_type: Mockingintervention: Mocking someone's phone wallpaper is unfair and disrespectful. We should strive to create a culture that values and respects individuals, regardless of their appearance."
325,320.png,that look you give when you got your fix but not your kids,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and ignoring their needs is unfair and hurtful. We should strive to treat others with kindness and respect, recognizing their unique qualities."
326,2190.jpg,"Answer sheets of Roll No 33, 34,and 35.",target_group: otherattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
327,4946.jpg,what indian kids are capable of doing what indian dads make them do,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their abilities and abilities is unfair and disrespectful. We should strive to create a society that values and respects individuals based on their abilities and abilities.
328,98.png,every dad: *shaves beard* his own baby: i've never met this man in my life.,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat all individuals with respect and kindness, regardless of their gender."
329,5528.jpg,This won't end well..,target_group: individualattack_type: Mockingintervention: Mocking someone's behavior is unfair and disrespectful. We should strive to create a society that values and respects individuals.
330,4939.jpg,"Main udna chahta hoon, daudna chahta hoon, girna bhi chahta hoon,bus rukna nahi chahta Marna hai kya tere ko bhosadike? Darr nahi lagta tere ko? SCOOPWHOOP.com","target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
331,2760.jpg,Resisting a seductive negihborhood Bhabhi Like her in next to impossible,"target_group: individualattack_type: Mockingintervention: Mocking someone's sexuality is unfair and hurtful. We should strive to treat others with kindness and respect, promoting a culture of mutual respect and understanding."
332,5098.jpg,Girls with the time machine :.i am your granddaughterâ€¦ Really?...Boys with the time machine:*cycle à¤®à¤¤ à¤šà¤²à¥‹ à¤¬à¤¾à¤¬à¤¾à¤œà¥€ à¤—à¤¿à¤° à¤œà¤¾à¤“à¤—à¥‡ !,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all genders.
333,5339.jpg,Sir ji aapka GST ke baare me kya pata he?,target_group: individualattack_type: Mockingintervention: Mocking someone's tax rate is unfair and disrespectful. We should strive to create a society that values fairness and respects the individual.
334,5341.jpg,"REACTION AFTER WATCHING ANUSHKA IN RADHE SONG "" SAALE VIRAT KI KISMAT BAHUT ACCHI HAI""",target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their music is unfair and disrespectful. We should strive to create a culture that values and respects all individuals.
335,816.png,chuck norris? never heard of her,"target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
336,1254.png,comediansâ€¦opposition,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
337,2366.jpg,"14 year old me laughing on hera pheri jokes, RVCJ shit post, tagging friend ect 20 year old me finding everything crige and unfunny","target_group: individualattack_type: Mockingintervention: Mocking someone's age and promoting their shit is unfair and hurtful. We should strive to create a society that values respect and kindness, promoting a culture of kindness and empathy."
338,1031.jpg,when you get angry with each other,target_group: individualattack_type: Mockingintervention: Mocking someone's anger and causing hurtful feelings is hurtful and hurtful. We should strive to create a society that values empathy and respects each other's feelings.
339,2744.jpg,kabir* preety* le cameraman*,target_group: individualattack_type: Mockingintervention: Mocking someone's name or a specific person's name is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
340,2264.jpg,husbands of indian wives don't really undertand the purpose of wearning a transparent saree,target_group: genderattack_type: Mockingintervention: Mocking women's choices and choices is unfair and disrespectful. We should strive to create a society that values equality and respects women's choices.
341,1974.jpg,my books whole year -the night before exam,target_group: individualattack_type: Mockingintervention: Mocking someone's study habits is unfair and disrespectful. We should strive to create a society that values and respects the academic achievements of all individuals.
342,4674.jpg,resisting a seductie neighborhood bhabhi like her is next to impossible,"target_group: individualattack_type: Mockingintervention: Mocking someone's sexuality based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their gender."
343,1864.jpg,Samajhdaar ko ishare kaafi hai,target_group: individualattack_type: Mockingintervention: Mocking someone's family's values and beliefs is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
344,2678.jpg,"Oye Sunn!aaj movie chalega?Nahi yaar..AAJ mujhe doctor ke yaha jana hai cancel karde yaar,bol de ki teri tabiyat kharab hai BS!@#$%%&",target_group: individualattack_type: Mockingintervention: Mocking someone's choice of movie is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
345,5338.jpg,nidhi razdan:I've come to bargain Harvard UNI:Bawaal I don't even know who you are,target_group: otherattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
346,5085.jpg,O Tera sang yaaraâ€¦khush rang bahaaraâ€¦ Ghar toh aaja yaara.. Phir dekh nazaara..,target_group: individualattack_type: Mockingintervention: Mocking someone's music and expressing their emotions is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
347,206.png,did you know you are supposed to pull anal beads out slowly? i didn't... i started the wife up like a fucking chainsaw,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values and respects all genders.
348,108.png,unless life also gives you water and sugar your lemonade is gonna suck,target_group: individualattack_type: Mockingintervention: Mocking someone's lemonade is unfair and disrespectful. We should strive to create a culture of kindness and respect for all individuals.
349,1276.png,do you like kids? because i'm going to turn your mouth into a daycare,target_group: individualattack_type: Mockingintervention: Mocking someone's childlike behavior is unfair and disrespectful. We should strive to create a society that values respect and kindness for all individuals.
350,2098.jpg,When cops stop your car at the signal That one Marathi friend in the car,target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their race is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
351,2724.jpg,Saif Ali khan is feeling loved with Kareena Kapoor Khan Taimur Ali Khan Taimur Ali Khan Link Please,target_group: individualattack_type: Mockingintervention: Mocking someone's feelings and emotions is unfair and hurtful. We should strive to create a society that values and respects all individuals.
352,4560.jpg,"Kishan singh @00747 ""I nominate you to --"" à¤šà¥_x0081_à¤ª à¤®à¤¾à¤¦à¤°à¤šà¥‹à¤¦",target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their gender is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
353,3204.jpg,"He: yar tu kitni cute hai,tu ek dam crush material hai She:Thnx yr Inner she:Usko ky pta sab filter k kamal h","target_group: individualattack_type: Mockingintervention: Mocking someone's appearance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
354,5101.jpg,Radhika Apte Radhika Kaapte Radhika Naapte Radhika Taapte,"target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
355,1342.png,a head diaper is required when you have shit for brains,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and shaming them for their gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of equality and respect."
356,1668.png,when someone tries to rape you but you rape him instead improvise. adapt. overcome,target_group: genderattack_type: Mockingintervention: Mocking someone's rape and attempting to rape them is disrespectful and hurtful. We should strive to create a society that values equality and respects all individuals.
357,3346.jpg,another reason why guys love to attend marriage function,target_group: genderattack_type: Mockingintervention: Mocking someone's gender and promoting stereotypes perpetuates harmful stereotypes and perpetuates harmful stereotypes. We should strive to create a society that values and respects all genders.
358,5860.jpg,"Some People be like ""Baatein"" ""Aukaat""","target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their name is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of kindness and respect."
359,230.png,give me a dog treat human,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity and respect."
360,670.png,Crush: I love Diamonds . BTW what's your name  Me: Heera Thakur,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their love for diamonds is unfair and disrespectful. Let's strive to create a society that values friendship and respects each other's choices.
361,3768.jpg,à¤†à¤°à¥‹à¤—à¥_x008d_à¤¯ à¤¸à¥‡à¤¤à¥_x0081_ à¤•à¤¾ à¤®à¥_x0081_à¤¦à¥_x008d_à¤¦à¤¾ à¤šà¤°à¥_x008d_à¤šà¤¾ à¤†à¤¤à¥‡ à¤¹à¥€ | à¤•à¤‚à¤—à¤¨à¤¾ à¤°à¤¾à¤£à¤¾à¤µà¤¤ à¤—à¥‚à¤—à¤² à¤ªà¤° à¤¸à¤°à¥_x008d_à¤š à¤•à¤° à¤°à¤¹à¥€ à¤¹à¥ˆ à¤†à¤°à¥‹à¤—à¥_x008d_à¤¯ à¤¸à¥‡à¤¤à¥_x0081_ à¤•à¤¿à¤¸ à¤¨à¤¦à¥€ à¤ªà¤° à¤¬à¤¨à¤¾ à¤¹à¥ˆ ?,target_group: individualattack_type: Mockingintervention: Mocking someone's personal identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals' individuality.
362,3028.jpg,Salman Khan to people sleeping on footpath.Ye Hamara Ilaka hai Bh*sdk,target_group: individualattack_type: Mockingintervention: Mocking someone's sleeping habits is unfair and disrespectful. We should strive to create a society that values and respects individuals for their individual choices.
363,5371.jpg,Girls after 1 FIR Boys after going to jail,target_group: genderattack_type: Mockingintervention: Mocking someone's gender and causing offence is unfair and disrespectful. We should strive to create a society that values and respects all genders.
364,1593.jpg,Japanese researchers have been able to create artificial meat from human poop.VEGAN NON-VEGANS,target_group: individualattack_type: Mockingintervention: Mocking someone's ability to make meat from poop is unfair and disrespectful. We should strive to create a society that values and respects the diversity of human life.
365,5226.jpg,when she broke up with me after 3 years of relationship: mast mamu banaya re isko chhan se jo tute koi sapna jagg suna suna laage,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and comparing them to others is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of equality and respect."
366,4516.jpg,kevin pietersen KP24 just give england the trophy please! Tera baap chhod ke gaya tha yaa teri maa,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
367,5090.jpg,when life gives you dubey make it Pramod not Vikas,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal qualities and promoting their own slurs is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their personal circumstances."
368,3412.jpg,Aise Na mujhe tum dekho seene se laga loonga DESI ADULT TROLLS Tumko main chura loonga tumse dil mein chhupa loonga,"target_group: individualattack_type: Mockingintervention: Mocking someone's language and promoting their language is unfair and disrespectful. We should strive to create a society that values and respects all individuals, regardless of their language."
369,406.png,i'm not saying you are a slut but you are easier than poland,target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to create a society that values equality and respects all genders.
370,3777.jpg,Teams P W L NR Pts NRR RCB 4 4 0 0 8 +1.009 CSK 4 3 1 0 6 +1.142 CSK RCB,target_group: otherattack_type: Mockingintervention: Mocking someone based on their appearances is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
371,3810.jpg,Height of being single!Mee and my wife,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat all individuals with respect and kindness, regardless of their gender."
372,4578.jpg,modiji jo america ko dia wo hame bhi do na kya?wo hydrogen are hydroxychloroquine hai wo gand me hydrogen bharo re iske,target_group: individualattack_type: Mockingintervention: Mocking someone's choice of hydrogen is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
373,4994.jpg,obama:listen carefully .Modi will come & tell u 'Please visit my country'. Don't fall in the trap by saying 'U too',target_group: individualattack_type: Mockingintervention: Mocking someone's political beliefs and promoting their own is unfair and hurtful. We should strive to create a society that values and respects all individuals.
374,846.png,If being single was a job *me: share with your friends,target_group: individualattack_type: Mockingintervention: Mocking someone's choice of job is unfair and hurtful. We should strive to create a workplace that values diversity and respects individuality.
375,2646.jpg,"Paris.I like France but wherever I travel America,Europe,Middle East people just assume I am French, they even speak to me in french when I say I am Indian they assume I am French based in India Thodi si duniya kya dekh li Dimag kharab ho gaya hai tera",target_group: nationalityattack_type: Mockingintervention: Mocking someone's nationality is unfair and disrespectful. We should strive to create a society that values diversity and respects all nationalities.
376,328.png,"dogs are cute, great compantions, and can be taught to obey and protect. a better option than a gun",target_group: individualattack_type: Mockingintervention: Mocking someone's choice of weapon is unfair and disrespectful. We should strive to create a society that values and respects the choices of others.
377,5268.jpg,sarcaser69 sarcaser69 friend:mene tiktok pe 4 video banaya hai me:tu barramundi fish hai friend:matlab?me: DID YOU KNOW?the barramundi fish grows up as a male and after 2 years turns into a female to breed.,target_group: individualattack_type: Mockingintervention: Mocking someone's choice of video is unfair and disrespectful. We should strive to create a culture that values diversity and respects all individuals.
378,2728.jpg,à¤ªà¤¾à¤•à¤¿à¤¸à¥_x008d_à¤¤à¤¾à¤¨à¥€ à¤¬à¤šà¥_x008d_à¤šà¥‡ à¤•à¥€ à¤ªà¥‰à¤ªà¥_x0081_à¤²à¥‡à¤°à¤¿à¤Ÿà¥€ à¤¦à¥‡à¤– à¤›à¥‹à¤Ÿà¥‡ à¤¨à¤µà¤¾à¤¬ à¤•à¥€ à¤¸à¥_x0081_à¤²à¤—à¥€ à¤_x009d_à¤Ÿà¥‡à¤‚â€¦... à¤¨à¤® à¤†à¤_x0081_à¤–à¥‹à¤‚ à¤¸à¥‡ à¤¬à¥‹à¤²à¥‡ à¤®à¥€à¤®à¤°à¥_x008d_à¤¸ à¤•à¥€ à¤®à¤¾à¤_x0081_ à¤•à¤¾ à¤­à¥‹à¤šà¤²à¤¾..,target_group: individualattack_type: Mockingintervention: Mocking someone's disability and ignoring their needs is unfair and disrespectful. We should strive to create a society that values and respects individuals' abilities and abilities.
379,3460.jpg,What if we used 100% of the brain?,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their brain activity is unfair and disrespectful. We should strive to create a society that values and respects individuals for their unique abilities.
380,1202.png,"*sad insaan* coke stodio: O Ji Namak Shamak, Namak Shamak... Daal Dete hain... SCOOPWHOOP.com",target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their ethnicity is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
381,3138.jpg,162 Runs toh akele 'Hamara Marad' bana leta hai,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their performance is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
382,2186.jpg,"Teacher makes Triangle and ask "" prove this is a triangle"". *My mind : Andha hai kya L@ude",target_group: individualattack_type: Mockingintervention: Mocking someone's ability to prove a triangle is a waste of time and effort. We should strive to create a society that values diversity and respects all individuals.
383,854.png,when you're a complete piece of trash but sheeple still like you because you're black,target_group: raceattack_type: Mockingintervention: Mocking someone's race based on their race is unfair and disrespectful. We should strive to create a society that values equality and respect for all individuals.
384,3364.jpg,bowler: takes a wicket suresh raina:,target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their performance is unfair and disrespectful. We should strive to create a culture of respect and fairness for all individuals.
385,2904.jpg,dental clinic DR. SHALINI AGARWAL B.D.S.(MUM),target_group: individualattack_type: Mockingintervention: Mocking someone's dental clinic is unfair and disrespectful. We should strive to create a culture of respect and kindness for all individuals.
386,752.png,1 st graders: rain rain go away come again another day rain: it's a simple spell but quite unbreakable,"target_group: individualattack_type: Mockingintervention: Mocking someone's behavior based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
387,4424.jpg,When an engineer's Wife ask him to cook,target_group: individualattack_type: Mockingintervention: Mocking someone's cooking skills is unfair and disrespectful. We should strive to create a culture of kindness and respect for all individuals.
388,499.jpg,look who is blocking the road today.. EVERGREEN,"target_group: individualattack_type: Mockingintervention: Mocking someone's actions based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
389,4406.jpg,15 year olds posting whatsapp DP as just because we don't talk doesn't mean i don't think about you BHOSDIKE pehle homework kar apna,"target_group: individualattack_type: Mockingintervention: Mocking someone's age and expressing their emotions is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their age."
390,3934.jpg,Isi ke chakkar mein Tere hath se ball chuut gayi ti na,"target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
391,3265.jpg,Tik tok tiktok inc.contains ads In-app purchases Install I see this as an absolute win!,target_group: individualattack_type: Mockingintervention: Mocking someone's personal preferences and promoting their products is unfair and disrespectful. We should strive to create a society that values fairness and respects the rights of others.
392,5557.jpg,me when queueing up for prasad after keertan and panditji ignores my outstretched palm,"target_group: individualattack_type: Mockingintervention: Mocking someone's presence in a group is unfair and disrespectful. We should strive to create a society that values respect and kindness, promoting a culture of kindness and respect."
393,2903.jpg,Vijay Jaiswal @puntasticVU Indians pressing cancel button three to four times on the ATM machine even after taking out their cars: bilkul ricks ni lene ka,"target_group: individualattack_type: Mockingintervention: Mocking individuals based on their actions is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their circumstances."
394,1478.png,"musslamic democrat, ilhan omar, has threatened members of congress. she's told several republicans that she'll send them ""shawarma"", to ""give them a taste of her culture""",target_group: individualattack_type: Mockingintervention: Mocking individuals based on their ethnicity is unfair and disrespectful. We should strive to promote understanding and respect for all individuals.
395,3588.jpg,"hello,obama is speaking aaj se tumhara naam OM BABA",target_group: individualattack_type: Mockingintervention: Mocking someone's speech based on their language is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
396,225.jpg,He's still typing? He must be writing a book... Where the fuck is that emoji?,target_group: individualattack_type: Mockingintervention: Mocking someone's typing skills is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
397,5296.jpg,BABA DA DHABA stonks,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects each other's unique qualities.
398,1266.png,when she's trying her hardest to make you cum but you already visited your favorite goat,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender and attempting to make fun of them is unfair and disrespectful. We should strive to treat others with kindness and respect, promoting a culture of inclusivity."
399,307.jpg,Main MC hoon jo plane mein aaya,"target_group: individualattack_type: Mockingintervention: Mocking someone's personal life is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their gender."
400,2418.jpg,"didi uploaded pics with caption "" beautiful things don't ask for attention"".and when didi get no comments on her pics. Didi:",target_group: individualattack_type: Mockingintervention: Mocking someone's beauty and ignoring them is unfair and disrespectful. We should strive to create a society that values beauty and respects individuality.
401,962.png,"when dudes try to be funny at the club i'm sorry, is this some sort of peasant joke that i'm too rich to understand?",target_group: individualattack_type: Mockingintervention: Mocking someone's jokes at the club is unfair and hurtful. We should strive to create a society that values and respects all individuals.
402,4482.jpg,I need someone who trusts me As much as this woman trusts her shirt,"target_group: genderattack_type: Mockingintervention: Mocking someone's gender is unfair and disrespectful. We should strive to treat others with respect and kindness, promoting a culture of trust and respect."
403,2188.jpg,KTM & Bullet owners after riding bicycle for 2 Days Dono taange gayeli hai apne bhai,target_group: individualattack_type: Mockingintervention: Mocking someone's bike for 2 days is unfair and disrespectful. We should strive to create a society that values and respects each individual's uniqueness.
404,221.jpg,लड़की किसके साथ खुश रहेगी Devesh Yadav Dev Dev: मेरे साथ।,target_group: individualattack_type: Mockingintervention: Mocking someone's identity based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals.
405,380.png,kenyan shit,target_group: individualattack_type: Mockingintervention: Mocking someone's nationality is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
406,2598.jpg,Kal PUBG Khelne kyu nai aaya tu? Battery low thi bhai...Bsdk Riya ke saath Ludo khelne ke liye Battery thi,target_group: individualattack_type: Mockingintervention: Mocking someone's battery usage is unfair and disrespectful. We should strive to create a society that values and respects the battery life of all individuals.
407,5401.jpg,Pati Patni aur Who,"target_group: individualattack_type: Mockingintervention: Mocking someone based on their appearance is unfair and disrespectful. Let's strive to create a society that values and respects individuals, regardless of their appearance."
408,96.png,"""we fly planes into their buildings now they kiss our asses!"" """,target_group: individualattack_type: Mockingintervention: Mocking individuals based on their actions is unfair and disrespectful. We should strive to create a society that values respect and fairness for all individuals.
409,526.png,hitler wanted this embarrassing photo of him destroyed,"target_group: individualattack_type: Mockingintervention: Mocking someone's appearance is disrespectful and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
410,5387.jpg,Jofra Archarâ€¦When she tells you Go and lock the doorâ€¦.ffs Kohli..THE SKIN DOCTORâ€¦.Anushka Sharma After seeing Jofra's Tweet :,target_group: individualattack_type: Mockingintervention: Mocking someone's skin condition is unfair and disrespectful. We should strive to create a society that values and respects individuals.
411,4526.jpg,"*In KBC* *Contestant says 'i quit' just after listening to question* Amitabh Bachchan:-aapsan de rahe the, maadarchod",target_group: individualattack_type: Mockingintervention: Mocking someone's decision to quit KBC is unfair and disrespectful. We should strive to create a society that values and respects individuals.
412,5068.jpg,talented actors the isliye jaane diya star-kids hote toh meri movie mein hote.,target_group: individualattack_type: Mockingintervention: Mocking someone's talent and promoting their own is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
413,1067.jpg,When you've been dating a few months now and you can finally reveal youself as the psychopath you really are,target_group: individualattack_type: Mockingintervention: Mocking someone's personality is unfair and hurtful. We should strive to create a society that values honesty and respect for all individuals.
414,186.png,look at me this is my meme now,target_group: individualattack_type: Mockingintervention: Mocking someone's memes is unfair and disrespectful. We should strive to create a culture of kindness and respect for all individuals.
415,439.jpg,Karishma hey Yess? KARISHMA You can't reply to this conversation.Learn More,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals.
416,2677.jpg,IN DREAMS KATRINA KAIF SHARDDHA KAPOOR DHINCHAK POOJA,"target_group: individualattack_type: Mockingintervention: Mocking someone's dreams is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their dreams."
417,897.jpg,When my relatives go without giving me money. Frustated Me:- L@wd@ ka relative hai,"target_group: individualattack_type: Mockingintervention: Mocking someone's family's financial situation is unfair and hurtful. We should strive to treat others with kindness and respect, promoting a culture of generosity."
418,5106.jpg,rohitsharma45 virat no users found. Virat.kohli 51 mutual 82m followers 196following suggested rohi rohitsharma45 rohit sharma follow meanwhile virat*saala jalta hain mujhse,target_group: individualattack_type: Mockingintervention: Mocking someone's name based on their social media activity is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
419,3797.jpg,à¤—à¤°à¥_x008d_à¤­à¤µà¤¤à¥€ à¤ªà¤¤à¤¨à¥€ à¤•à¥€ à¤¦à¥‡à¤–à¤­à¤¾à¤² à¤•à¤°à¤¨à¥‡ à¤†à¤¯à¥€ à¤¸à¤¾à¤²à¥€ à¤•à¥‹ à¤ªà¥_x008d_à¤°à¥‡à¤® à¤œà¤¾à¤² à¤®à¥‡à¤‚ à¤«à¤¸à¤¾ à¤•à¤¿à¤¯à¤¾ à¤ªà¥_x008d_à¤°à¥‡à¤—à¤¨à¥‡à¤‚à¤Ÿ..à¤®à¤¾à¤¯à¤•à¥‡ à¤µà¤¾à¤²à¥‹ à¤¨à¥‡ à¤°à¤‚à¤—à¥€à¤¨ à¤®à¤¿à¤œà¤¾à¥› à¤œà¥€à¤œà¤¾ à¤•à¥‹ à¤¦à¥Œà¤°à¤¾ à¤¦à¥Œà¤°à¤¾ à¤•à¤° à¤ªà¥€à¤Ÿà¤¾...*à¤®à¤¾à¤¯à¤•à¥‡à¤µà¤¾à¤²à¥‡,target_group: individualattack_type: Mockingintervention: Mocking someone's identity and promoting a negative image is unfair and disrespectful. We should strive to create a society that values and respects individuals' identities.
420,4000.jpg,"BYJU'S Virat Kohli promises 'explosive' brand of T20 cricket from England series
 ye tha tumhara aggressive batting",target_group: individualattack_type: Mockingintervention: Mocking someone's performance in a T20 match is unfair and disrespectful. We should strive to create a culture of respect and fairness for all individuals.
421,4104.jpg,Sushant Mere Sapno Me aaye the aur kaha Jao tell the Truth-Rhea 50rupya kaat overacting ka,"target_group: individualattack_type: Mockingintervention: Mocking someone's performance based on their appearance is unfair and disrespectful. We should strive to create a society that values and respects individuals, regardless of their appearance."
422,1443.jpg,You have visitors How sweet. Who came?,target_group: otherattack_type: Mockingintervention: Mocking someone's visit is unfair and disrespectful. We should strive to create a society that values and respects all individuals.
423,1614.png,exclusive footage of barack and michelle's 1st kiss,target_group: individualattack_type: Mockingintervention: Mocking someone's first kiss is disrespectful and disrespectful. We should strive to create a society that values and respects all individuals.
424,2226.jpg,Her instagram bio : Wanderlust Traveller Also she every 5km on a road trip,target_group: individualattack_type: Mockingintervention: Mocking someone's journey is unfair and disrespectful. We should strive to create a society that values and respects individuals' journeys.
425,2830.jpg,Bc ye to ganja karde toh bhi chalega,target_group: otherattack_type: Mockingintervention: Mocking someone's dietary choices based on their appearance is unfair and disrespectful. We should strive to create a society that values diversity and respects all individuals.
426,1305.jpg,He's probably thinking about other girls Ye Binod Kaun Hai..? WHO is BINOD?,target_group: genderattack_type: Mockingintervention: Mocking someone based on their gender is unfair and disrespectful. We should strive to create a society that values diversity and respects all genders.
